"ID","JC_Maths_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","TIPI_Extra_PCG_W2","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Open_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_Maths_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_Maths_Standardized","LC_Maths_Standardized"
4002000,10,100,70,140,3,4,7,2.5,7,6,6,4,0,0,1,1,113,30,4,16,3.5,3.5,7,6,6.5,6,6,4,0,0,1,1,-0.0519918759646515,1.3373944091477
4003000,9,30,45,107,3.5,3.5,5,3.5,5.5,5,2,2,0,0,1,1,60,25,2,2,6.5,6,4,6.5,6,5,2,3,0,0,1,1,-0.72045885265303,-0.171486585896225
4007000,11,80,75,117,6,4,4,4.5,6,3,3,1,0,0,1,1,35,29,3,7,6,6,4.5,6,6.5,3,3,2,0,0,1,1,0.616475100723727,-0.883222904313172
4011000,12,85,100,140,0.5,5.5,0.5,1.5,3.5,4,5,3,0,0,0,1,115,29,2,12,2,7,3,5,6.5,4,5,3,0,0,0,1,1.28494207741211,1.39433331462106
4012000,12,95,100,99,3.5,3.5,5,7,1.5,5,6,5,0,0,0,1,125,20,4,10,3,5,4,7,4,4,6,4,0,0,0,1,1.28494207741211,1.67902784198784
4018000,12,60,85,145,4.5,7,7,7,7,4,3,2,0,0,1,1,125,19,2,8,4,6.5,7,7,5,4,3,3,0,0,1,1,1.28494207741211,1.67902784198784
4047000,6,55,20,95,7,5,2.5,2.5,2,3,2,1,0,0,1,1,15,31,1,5,5.5,5.5,4,5.5,5.5,3,2,1,0,0,1,1,-2.72585978271817,-1.45261195904673
4049000,9,60,60,135,5.5,6.5,3.5,7,6.5,4,4,5,0,0,1,1,40,17,4,6,5.5,6,4.5,6,6.5,4,3,4,0,0,1,1,-0.72045885265303,-0.740875640629782
4080000,12,85,95,129,2,6,3,1.5,6.5,3,4,4,0,0,1,1,125,23,3,12,3,5,5.5,4,5,4,4,3,0,0,1,1,1.28494207741211,1.67902784198784
4085000,10,55,65,95,5,7,7,7,5.5,5,5,3,0,0,0,1,46,25,3,6,5.5,6.5,6.5,6.5,5,5,5,4,0,0,0,1,-0.0519918759646515,-0.570058924209715
4091000,11,55,70,110,1.5,4,2.5,4.5,2,3,3,3,0,0,0,1,46,20,1,12,5,4,5,5.5,5.5,3,3,2,0,0,0,1,0.616475100723727,-0.570058924209715
4096000,10,75,75,161,6,7,5,7,6.5,5,3,5,0,0,0,1,37,22,4,13,5.5,7,5.5,6.5,6,5,3,4,0,1,0,1,-0.0519918759646515,-0.826283998839816
4097000,10,95,65,117,3,3,2,4,3,6,6,5,0,1,0,1,30,39,2,14,5.5,6.5,3,6,6,5,6,5,0,1,0,1,-0.0519918759646515,-1.02557016799656
4100000,11,90,75,129,2.5,3.5,3.5,2.5,3,6,5,5,0,1,0,1,56,29,4,10,5,2.5,3.5,5.5,6,6,5,5,0,1,0,1,0.616475100723727,-0.285364396842936
4105000,12,80,95,131,4,7,7,7,7,5,6,2,0,0,1,1,100,27,4,8,4,3.5,3.5,6.5,6.5,6,6,3,0,0,1,1,1.28494207741211,0.967291523570891
4109000,10,80,80,135,1,7,4.5,6.5,6.5,5,6,1,0,0,0,1,110,21,3,16,2.5,5,5,6,4,5,6,3,0,0,0,1,-0.0519918759646515,1.25198605093767
4122000,7,40,35,114,0.5,3.5,1.5,3,3,3,3,1,0,0,1,1,40,18,3,6,4.5,6.5,6,7,6,3,2,1,0,0,1,1,-2.05739280602979,-0.740875640629782
4126000,8,65,55,110,5,5,4.5,1.5,3.5,3,3,1,0,1,1,1,45,21,3,8,3.5,4.5,5,4.5,6.5,3,3,2,0,1,1,1,-1.38892582934141,-0.598528376946393
4141000,7,30,50,129,3.5,4.5,3.5,5,7,6,5,1,0,0,0,1,46,16,2,5,6,6.5,6.5,7,6.5,5,5,1,1,0,0,1,-2.05739280602979,-0.570058924209715
4144000,10,40,40,124,1.5,7,6,7,3.5,5,5,1,0,0,0,1,71,19,2,4,4.5,6,4.5,6.5,5,4,5,2,0,0,0,1,-0.0519918759646515,0.141677394207232
4149000,9,55,65,110,1,7,1.5,6.5,7,3,4,2,0,0,1,1,46,29,1,10,1.5,7,7,6,7,3,5,2,0,0,1,1,-0.72045885265303,-0.570058924209715
4153000,9,45,55,107,5.5,3,4.5,4,5,3,3,4,1,0,1,1,30,33,2,10,3,6.5,4.5,6,3,3,3,3,1,0,1,1,-0.72045885265303,-1.02557016799656
4156000,10,75,75,110,4,3,6.5,4.5,1,6,6,4,1,0,1,1,113,25,4,9,3,3.5,6.5,6,4.5,6,6,4,1,0,1,1,-0.0519918759646515,1.3373944091477
4160000,9,55,40,103,1,7,7,7,3.5,4,4,1,0,0,0,1,37,25,3,11,4,7,7,6.5,4.5,4,4,2,0,0,0,1,-0.72045885265303,-0.826283998839816
4162000,8,65,40,124,7,6.5,3.5,7,7,3,2,1,0,0,0,1,45,15,3,5,7,7,6.5,7,7,3,2,1,0,0,0,1,-1.38892582934141,-0.598528376946393
4183000,7,60,10,89,3,7,1.5,1.5,6,5,4,5,0,0,0,0,15,21,1,11,4,7,5,4,6,5,5,5,0,0,0,0,-2.05739280602979,-1.45261195904673
4259000,8,60,15,110,1,7,2,7,6,3,3,2,0,0,1,0,30,20,1,11,2,6.5,4,4.5,6,3,3,5,0,0,1,0,-1.38892582934141,-1.02557016799656
4287000,10,70,40,114,5.5,6,3.5,3.5,6,4,3,3,0,0,0,0,60,16,3,7,7,4.5,7,6,6.5,3,5,2,0,0,0,0,-0.0519918759646515,-0.171486585896225
4306000,12,100,100,121,1.5,7,6.5,1.5,6.5,6,6,5,0,0,1,0,102,21,1,17,7,7,5,6,5,6,6,5,0,0,1,0,1.28494207741211,1.02423042904425
4309000,11,90,85,131,4,3.5,7,7,7,4,5,4,0,0,1,0,102,18,4,17,2,6,7,3.5,5,3,5,5,0,0,1,0,0.616475100723727,1.02423042904425
4329000,11,50,50,121,6.5,7,6.5,7,3.5,3,3,5,0,0,0,0,81,21,3,8,6,6.5,4.5,7,4,3,3,5,0,0,0,0,0.616475100723727,0.426371921574011
4350000,10,75,70,117,5,0.5,1.5,3.5,3.5,6,6,5,0,0,0,0,95,26,2,12,5.5,4.5,5.5,6,6.5,3,4,5,0,0,0,0,-0.0519918759646515,0.824944259887501
4355000,9,65,65,114,5,6.5,5.5,3.5,6,4,2,4,0,0,0,0,37,22,2,8,3,6.5,6,3,6,4,2,3,0,0,0,0,-0.72045885265303,-0.826283998839816
4376000,11,80,70,114,2.5,4.5,4,4,3,3,2,3,0,0,0,0,115,27,3,10,1,5,4,3,2,3,2,3,0,0,0,0,0.616475100723727,1.39433331462106
4377000,10,35,25,121,6.5,5,4.5,1.5,5.5,4,3,5,0,0,0,0,40,26,1,8,5.5,4.5,5.5,2,5.5,4,3,5,0,0,0,0,-0.0519918759646515,-0.740875640629782
4391000,11,85,85,124,3.5,3,7,7,5.5,6,6,5,0,0,1,0,95,27,3,10,5.5,5.5,7,6.5,5,6,6,5,0,0,1,0,0.616475100723727,0.824944259887501
4393000,9,40,60,110,4,7,3.5,7,6,3,3,4,0,0,1,0,40,25,2,6,4,5.5,6,4.5,6.5,3,3,5,0,0,1,0,-0.72045885265303,-0.740875640629782
4396000,11,80,50,129,6,1,5,1.5,6.5,5,2,5,0,0,0,0,91,22,2,11,6.5,4.5,6.5,6,3,5,4,5,0,0,0,0,0.616475100723727,0.71106644894079
4399000,8,40,55,99,3.5,3,2,1.5,6.5,4,3,5,0,0,0,0,37,26,1,8,4.5,7,6.5,4.5,5.5,3,3,5,0,0,0,0,-1.38892582934141,-0.826283998839816
4403000,10,90,65,110,7,7,7,7,7,2,5,5,0,0,0,0,35,22,4,10,7,5,5,4.5,7,2,5,5,0,0,0,0,-0.0519918759646515,-0.883222904313172
4407000,8,20,30,114,3.5,3.5,5,2.5,4.5,3,3,5,0,0,1,0,15,15,1,6,3.5,6.5,6,6.5,5.5,3,3,4,0,0,1,0,-1.38892582934141,-1.45261195904673
4411000,12,95,80,145,3.5,7,7,7,7,3,6,5,0,1,1,0,100,29,3,11,5,6.5,5,6,6.5,3,5,5,0,1,1,0,1.28494207741211,0.967291523570891
4430000,9,85,45,121,3,5,2,3,4.5,5,3,4,0,0,1,0,45,28,1,9,4.5,7,7,6.5,6,5,3,3,0,0,1,0,-0.72045885265303,-0.598528376946393
4450000,12,95,50,140,4,7,5,7,3,4,4,5,0,0,0,0,102,23,2,13,4.5,6.5,6.5,7,5.5,4,4,4,0,0,0,0,1.28494207741211,1.02423042904425
4459000,11,70,10,145,3.5,3.5,0.5,5.5,7,5,3,5,0,1,1,0,60,26,2,11,7,5,1.5,5,7,6,2,5,0,1,1,0,0.616475100723727,-0.171486585896225
4485000,12,100,90,145,5.5,5.5,6,6.5,7,6,6,5,0,0,1,0,115,26,3,17,5,6.5,7,7,7,6,6,5,0,0,1,0,1.28494207741211,1.39433331462106
4492000,9,15,75,117,6,5.5,7,6.5,7,4,3,5,0,0,0,0,30,24,2,6,4.5,5,4,4.5,7,4,3,5,0,0,0,0,-0.72045885265303,-1.02557016799656
4503000,12,80,80,124,1,4,7,4.5,3.5,5,3,5,0,0,1,0,105,24,3,13,4.5,4.5,7,5,6,5,3,5,0,1,1,0,1.28494207741211,1.10963878725428
4511000,11,90,100,161,1,7,3.5,1.5,7,4,3,5,0,0,0,0,110,24,4,10,7,7,7,7,7,6,3,5,0,0,0,0,0.616475100723727,1.25198605093767
4512000,10,55,45,161,5.5,5,7,7,5.5,2,3,5,0,0,1,0,37,19,2,11,4.5,4,6,5,6,2,4,5,0,0,1,0,-0.0519918759646515,-0.826283998839816
4514000,10,60,50,124,5.5,7,7,6.5,3.5,4,4,3,0,0,1,0,80,20,3,13,4,6.5,7,7,5,3,3,3,0,0,1,0,-0.0519918759646515,0.397902468837333
4522000,10,95,75,114,7,5,5,3,5.5,6,3,5,0,0,0,0,37,32,3,15,6.5,4,2,5.5,5,6,3,5,0,0,0,0,-0.0519918759646515,-0.826283998839816
4532000,10,95,90,140,3.5,1.5,2,5,3.5,3,3,3,0,0,0,0,80,34,4,14,4.5,4,5,4,5.5,3,3,3,0,0,0,0,-0.0519918759646515,0.397902468837333
4538000,9,45,60,95,1.5,3,1.5,4,4,2,3,3,0,0,0,0,50,25,2,11,5,7,7,7,7,2,3,2,0,0,0,0,-0.72045885265303,-0.456181113263003
4540000,11,75,80,121,2,7,7,7,5.5,3,4,3,0,0,0,0,90,33,3,4,6.5,7,7,7,6,3,4,3,0,0,1,0,0.616475100723727,0.682596996204112
4541000,8,50,70,117,3,7,4.5,5,4,3,3,2,0,0,0,0,40,18,4,7,3.5,7,5,4,6,3,3,5,0,0,0,0,-1.38892582934141,-0.740875640629782
4546000,10,100,35,145,0.5,7,6.5,4.5,7,6,2,3,0,0,1,0,46,30,1,14,5.5,5.5,5,7,7,6,2,1,0,0,1,0,-0.0519918759646515,-0.570058924209715
4559000,10,90,70,117,1.5,1.5,4.5,5,3,3,5,2,1,0,1,0,60,21,3,13,3.5,4.5,3,6.5,4,3,5,3,1,0,1,0,-0.0519918759646515,-0.171486585896225
4575000,11,75,60,129,1.5,7,7,5,6.5,2,4,3,0,0,1,0,50,23,1,5,4.5,5.5,5.5,4.5,4.5,2,4,3,0,0,1,0,0.616475100723727,-0.456181113263003
4577000,11,90,45,131,3.5,3,4.5,7,7,2,6,4,0,0,0,0,85,24,3,15,1,3.5,6.5,2,6,2,5,4,0,0,0,0,0.616475100723727,0.540249732520723
4578000,10,90,65,114,7,5,3,7,7,3,5,5,0,0,1,0,95,37,4,16,6.5,6,7,4.5,6.5,5,5,5,0,0,1,0,-0.0519918759646515,0.824944259887501
4580000,7,30,40,95,3.5,7,4,2.5,7,2,3,4,0,0,1,0,46,16,0,6,6.5,7,7,6,7,2,3,4,0,0,1,0,-2.05739280602979,-0.570058924209715
4600000,11,80,50,99,2,7,3,6.5,4.5,5,4,5,0,0,0,0,113,25,3,6,6.5,6,6.5,6.5,5.5,5,4,5,0,0,0,0,0.616475100723727,1.3373944091477
4602000,8,90,60,114,3,5.5,1.5,1.5,7,3,3,2,0,0,1,0,35,18,4,11,5,7,6.5,5,6,3,6,2,0,0,1,0,-1.38892582934141,-0.883222904313172
4626000,6,30,5,92,7,7,1.5,3.5,6,4,4,3,1,0,1,0,20,17,0,6,5,7,5,6,7,3,3,4,1,0,1,0,-2.72585978271817,-1.31026469536334
4629000,9,25,25,121,7,6.5,1,3.5,7,5,3,3,0,0,0,0,20,18,1,7,6.5,7,5,4,6.5,5,3,4,0,0,0,0,-0.72045885265303,-1.31026469536334
4647000,10,45,55,95,4,5.5,4.5,5.5,5.5,4,3,4,0,0,1,0,37,20,3,8,3.5,7,6.5,7,7,3,3,4,0,0,1,0,-0.0519918759646515,-0.826283998839816
4655000,8,85,30,95,2,5.5,1.5,3,6,4,3,5,0,0,0,0,37,20,1,11,3,4,4.5,3.5,3.5,4,4,3,0,1,1,0,-1.38892582934141,-0.826283998839816
4665000,11,65,70,121,5,7,7,6.5,3.5,3,3,2,0,0,1,0,50,13,2,12,6,7,7,6,6,3,3,4,0,0,1,0,0.616475100723727,-0.456181113263003
4668000,5,35,10,99,6,1.5,1,1,6.5,2,4,3,0,0,1,0,0,17,1,4,4,6,4,4.5,5.5,2,4,4,0,0,1,0,-3.39432675940655,-1.8796537500969
4678000,9,45,70,103,6.5,1,3.5,3,3,4,4,4,0,0,0,0,37,20,1,5,4.5,3.5,4,4,5.5,4,4,4,0,0,0,0,-0.72045885265303,-0.826283998839816
4683000,8,35,20,99,0.5,7,3.5,7,6,2,2,1,0,0,0,0,37,16,2,7,6,5,2.5,5.5,4,2,2,1,0,0,0,0,-1.38892582934141,-0.826283998839816
4686000,10,55,20,110,6.5,6.5,2.5,7,7,3,4,4,0,0,0,0,25,32,1,8,5,7,6,7,7,3,5,1,0,0,0,0,-0.0519918759646515,-1.16791743167995
4690000,9,60,60,135,2,4,7,1.5,6,4,3,2,0,0,1,0,30,19,2,7,2.5,5,6,1.5,6.5,6,5,3,0,0,1,0,-0.72045885265303,-1.02557016799656
4691000,12,60,60,103,1.5,6.5,1.5,3,7,3,3,3,0,0,1,0,28,17,3,8,4,6,5,5,4.5,3,3,3,0,0,1,0,1.28494207741211,-1.08250907346992
4695000,10,85,75,117,3,1.5,2.5,3.5,3,4,3,4,0,0,0,0,60,13,4,13,5,7,5,4.5,5,4,3,5,0,0,1,0,-0.0519918759646515,-0.171486585896225
4701000,10,60,60,99,0.5,7,7,4.5,3.5,2,4,3,0,0,1,0,25,18,3,8,5,7,7,4.5,6.5,2,4,5,0,0,1,0,-0.0519918759646515,-1.16791743167995
4705000,11,100,95,121,2.5,7,3,1.5,3,4,6,3,0,0,1,0,100,22,4,8,2.5,6,6.5,4.5,5.5,4,6,3,0,0,1,0,0.616475100723727,0.967291523570891
4743000,11,75,50,121,2,6.5,7,3,4.5,2,2,3,1,0,0,0,35,25,2,7,3.5,5,7,3.5,3,2,2,2,1,0,0,0,0.616475100723727,-0.883222904313172
4745000,10,90,30,110,5.5,6.5,5,4.5,6.5,6,6,3,0,0,0,0,91,21,2,8,7,6.5,7,3.5,7,6,6,4,0,0,0,0,-0.0519918759646515,0.71106644894079
4746000,10,80,65,129,4.5,7,7,7,7,4,3,3,1,0,0,0,46,27,2,10,7,6,4,6.5,6,3,3,4,1,0,0,0,-0.0519918759646515,-0.570058924209715
4756000,12,75,55,124,7,6.5,3.5,7,3,4,4,5,0,0,0,0,113,16,2,9,7,6.5,7,6,7,4,4,5,0,0,0,0,1.28494207741211,1.3373944091477
4757000,11,85,60,114,3,4.5,4,5,2.5,5,4,4,0,0,0,0,81,19,2,10,3,4,3,3.5,4.5,5,3,4,0,0,0,0,0.616475100723727,0.426371921574011
4758000,12,100,80,124,1.5,5,6.5,3.5,3,6,6,5,0,1,0,0,110,23,2,17,3,5,2.5,2.5,4.5,6,6,5,0,1,0,0,1.28494207741211,1.25198605093767
4762000,11,80,75,154,7,6,4.5,3.5,6.5,3,3,4,0,0,0,0,85,34,4,12,5,4.5,5,3.5,6,3,3,5,0,0,0,0,0.616475100723727,0.540249732520723
4770000,10,60,40,121,1,6,7,4,2,6,5,4,0,0,0,0,60,16,3,7,2.5,5,7,3,4.5,6,5,5,0,0,0,0,-0.0519918759646515,-0.171486585896225
4776000,11,95,55,140,7,7,6,7,7,3,4,5,0,0,0,0,91,20,3,12,4.5,6,5.5,5.5,6.5,3,4,3,0,0,0,0,0.616475100723727,0.71106644894079
4777000,12,70,100,145,6.5,3,3,4,7,4,4,5,0,0,0,0,113,39,3,10,7,6.5,7,6,7,4,4,5,0,0,0,0,1.28494207741211,1.3373944091477
4783000,11,75,60,114,6,5.5,2,4.5,5.5,4,6,5,0,1,0,0,91,28,4,11,6,5.5,3.5,5,6.5,3,5,5,0,1,0,0,0.616475100723727,0.71106644894079
4797000,10,85,25,121,7,5,1.5,3,6,3,5,4,0,0,1,0,37,24,0,12,5.5,5,4.5,3.5,5.5,3,5,5,0,0,1,0,-0.0519918759646515,-0.826283998839816
4802000,12,95,75,135,2,7,7,7,6,3,3,4,0,0,1,0,115,30,4,17,4,7,5.5,5,6.5,3,3,2,0,0,1,0,1.28494207741211,1.39433331462106
4811000,9,75,30,145,3,1.5,3.5,1.5,3.5,6,5,4,0,0,0,0,56,18,3,13,5,6.5,5,4.5,7,5,4,4,1,0,1,1,-0.72045885265303,-0.285364396842936
4824000,12,75,85,124,7,6.5,5,6.5,6.5,4,5,5,0,0,1,0,102,21,3,13,6,5,5.5,5,5.5,5,5,5,0,0,1,0,1.28494207741211,1.02423042904425
4827000,12,85,65,121,3.5,7,7,4.5,7,4,3,4,0,0,0,0,115,25,4,13,7,4.5,6.5,5,5.5,3,4,4,0,0,0,0,1.28494207741211,1.39433331462106
4843000,12,90,80,154,6.5,7,5,6.5,3,6,6,5,0,0,0,0,110,22,3,14,6.5,6,6,6,6,6,5,5,0,0,0,0,1.28494207741211,1.25198605093767
4850000,12,80,40,10,2.5,7,5,6.5,2.5,5,4,5,0,0,0,0,95,18,4,13,2.5,6,6.5,6,2,5,4,5,0,0,0,0,1.28494207741211,0.824944259887501
4851000,11,80,55,135,4.5,5,5,5,2.5,4,3,4,0,1,0,0,95,30,3,11,2.5,7,5.5,4.5,5.5,4,3,2,0,1,0,0,0.616475100723727,0.824944259887501
4853000,12,95,85,145,3,3,3.5,5.5,5,4,4,2,0,0,0,0,105,26,4,15,2,5.5,6.5,6,4,5,4,4,0,0,0,0,1.28494207741211,1.10963878725428
4866000,11,75,65,124,5,1.5,6.5,6.5,6,6,2,3,0,0,1,0,100,30,0,12,4.5,4.5,4.5,6,5.5,6,2,3,0,0,1,0,0.616475100723727,0.967291523570891
4873000,9,90,70,124,1,5.5,1,1,4.5,3,5,4,1,0,1,0,45,18,3,6,7,4,4,5,3.5,3,4,2,1,0,1,0,-0.72045885265303,-0.598528376946393
4878000,10,70,55,117,3,4,1.5,4.5,5,4,2,3,0,0,1,0,46,22,2,9,6,3.5,5,5.5,6,4,2,1,0,0,1,0,-0.0519918759646515,-0.570058924209715
4880000,10,30,55,110,2,0.5,3,1.5,2,4,3,5,0,0,1,0,81,26,2,5,3.5,5.5,6.5,3.5,5.5,4,3,5,0,0,1,0,-0.0519918759646515,0.426371921574011
4883000,10,60,60,99,7,7,5,6.5,1,3,3,2,0,0,1,0,70,18,4,8,6.5,4.5,4,6.5,4,3,3,2,0,0,1,0,-0.0519918759646515,0.113207941470554
4893000,7,45,15,129,7,4,2.5,7,6.5,3,3,5,0,0,0,0,15,20,0,9,6.5,5,3,6,5,3,3,5,0,0,0,0,-2.05739280602979,-1.45261195904673
4895000,11,90,90,121,6.5,7,5,6,3.5,3,6,5,0,0,0,0,75,31,4,14,6.5,6.5,5,7,7,3,6,5,0,0,0,0,0.616475100723727,0.255555205153944
4899000,8,65,30,107,3.5,7,7,5,3.5,5,2,2,1,0,1,0,0,17,2,7,7,7,7,7,7,5,2,3,1,0,1,0,-1.38892582934141,-1.8796537500969
4901000,11,85,90,124,1.5,6.5,7,3,1,3,3,2,1,0,1,0,95,30,4,12,3.5,7,7,7,6,3,3,3,1,0,1,0,0.616475100723727,0.824944259887501
4905000,10,75,55,121,2,5,1.5,1,3.5,4,3,5,0,0,1,0,80,23,4,7,6.5,7,3.5,6.5,6.5,4,3,5,0,0,1,0,-0.0519918759646515,0.397902468837333
4921000,12,30,65,140,1,3.5,6,1.5,3,4,5,4,0,0,0,0,91,28,2,5,4.5,7,4.5,5.5,4.5,4,5,5,0,0,0,0,1.28494207741211,0.71106644894079
4932000,11,100,50,117,3,7,1.5,4,6,6,5,4,0,0,1,0,75,23,3,5,4,6.5,5,4,6,6,5,4,0,1,1,0,0.616475100723727,0.255555205153944
4933000,9,75,70,114,7,7,7,7,3.5,3,3,4,0,0,0,0,15,12,3,11,7,7,7,7,7,3,3,5,0,0,0,0,-0.72045885265303,-1.45261195904673
4939000,7,55,25,95,7,3.5,6.5,1.5,3.5,2,2,4,0,0,1,0,0,15,1,9,6,6,4.5,5.5,6,2,2,2,0,0,1,0,-2.05739280602979,-1.8796537500969
4949000,11,35,50,114,6.5,7,7,1.5,3.5,3,3,3,0,0,1,0,80,18,4,8,6,7,6.5,6,6.5,3,3,3,0,0,1,0,0.616475100723727,0.397902468837333
4950000,10,100,70,121,7,7,7,7,7,3,3,4,0,0,1,0,45,33,2,12,6,4.5,6.5,6.5,4.5,4,3,3,0,0,1,0,-0.0519918759646515,-0.598528376946393
4951000,9,75,40,129,2.5,2.5,2.5,2.5,4,4,3,2,0,0,1,0,45,19,4,13,4,6,6.5,2.5,5.5,4,3,5,0,0,1,0,-0.72045885265303,-0.598528376946393
4955000,8,35,20,114,7,7,7,7,7,2,3,4,0,0,1,0,30,23,1,5,7,4.5,6.5,3,4.5,2,3,3,0,0,1,0,-1.38892582934141,-1.02557016799656
4959000,11,100,70,117,3,3,6.5,7,3,5,6,5,0,0,1,0,102,36,4,14,4,4.5,4.5,4.5,6,5,6,5,0,0,1,0,0.616475100723727,1.02423042904425
4960000,8,45,45,114,5.5,3,3.5,3,3,3,4,4,0,0,0,0,20,22,2,9,2.5,3,2.5,4,5,3,6,4,0,0,0,0,-1.38892582934141,-1.31026469536334
4966000,9,30,50,121,3.5,7,4.5,3.5,1.5,2,2,3,0,0,0,0,110,24,2,7,3.5,7,4.5,4.5,4.5,2,2,4,0,0,0,0,-0.72045885265303,1.25198605093767
4972000,8,30,30,121,4,5,5,5,5,1,2,2,1,0,0,0,35,18,2,7,4.5,4,7,3.5,7,1,2,4,1,0,0,0,-1.38892582934141,-0.883222904313172
4979000,12,80,70,114,3,1.5,1.5,3,3,5,6,5,0,1,0,0,56,25,3,15,7,4.5,6.5,2,4,5,5,5,0,1,0,0,1.28494207741211,-0.285364396842936
4992000,10,50,30,110,4.5,7,4,4.5,7,4,4,5,0,0,0,0,46,25,2,11,6,5,5,6.5,6.5,3,3,4,0,0,0,0,-0.0519918759646515,-0.570058924209715
4995000,7,70,35,95,1.5,7,6,5.5,6.5,4,2,5,0,0,0,0,30,25,1,8,4.5,7,6.5,7,5.5,4,2,5,0,0,0,0,-2.05739280602979,-1.02557016799656
5006000,8,25,35,99,7,6,0.5,3.5,7,5,3,4,0,0,0,0,37,26,0,5,4.5,4.5,6,5.5,6.5,5,3,5,0,0,0,0,-1.38892582934141,-0.826283998839816
5017000,10,95,50,124,4,7,7,7,3.5,3,3,1,0,0,0,0,40,32,0,15,2,7,7,2.5,6,3,3,5,0,0,0,0,-0.0519918759646515,-0.740875640629782
5027000,9,70,90,121,4,1.5,3.5,3.5,3.5,3,4,4,0,0,1,0,45,23,2,7,3,5.5,3.5,4,5.5,3,3,3,0,0,1,0,-0.72045885265303,-0.598528376946393
5028000,9,30,20,129,4,7,3.5,5.5,7,4,3,3,0,0,1,0,28,14,0,6,7,7,7,6.5,7,3,3,2,0,0,1,0,-0.72045885265303,-1.08250907346992
5030000,11,80,75,121,3.5,6.5,7,5.5,2.5,3,2,5,0,0,1,0,110,17,4,10,6.5,6.5,7,6,5.5,3,2,5,0,0,1,0,0.616475100723727,1.25198605093767
5033000,10,80,45,129,1.5,4,6.5,6,2.5,5,5,3,0,0,1,0,85,22,3,9,1.5,7,5,6,5,5,5,4,0,0,1,0,-0.0519918759646515,0.540249732520723
5034000,10,40,10,129,7,6,3,5,7,4,4,5,0,0,1,0,0,21,3,5,6.5,5,1.5,3,6,4,4,4,0,1,1,0,-0.0519918759646515,-1.8796537500969
5042000,11,80,35,95,3.5,6.5,7,7,6.5,4,3,4,0,0,1,0,95,24,4,12,6.5,6.5,7,7,6.5,4,3,3,0,0,1,0,0.616475100723727,0.824944259887501
5043000,8,55,25,95,1.5,5.5,5,1.5,6,4,4,5,0,0,0,0,46,25,0,4,4.5,7,5.5,4,5,4,4,5,0,0,0,0,-1.38892582934141,-0.570058924209715
5045000,9,60,30,99,4,5,2,3.5,6,4,5,5,0,0,0,0,28,21,3,7,3,4.5,3,4,5,3,4,5,0,0,0,0,-0.72045885265303,-1.08250907346992
5046000,10,60,45,117,1.5,7,7,6,3,5,2,4,1,0,1,0,30,16,2,9,3,5,6.5,4.5,6.5,5,2,4,1,0,1,0,-0.0519918759646515,-1.02557016799656
5058000,11,80,50,99,5,7,6.5,5,7,3,3,2,0,0,0,0,45,18,3,7,6,7,5,5,6.5,3,3,2,0,0,0,0,0.616475100723727,-0.598528376946393
5062000,11,75,65,103,3.5,7,1,3.5,7,3,4,5,0,1,1,0,81,25,1,14,4.5,5,6,3,7,3,3,5,0,1,1,0,0.616475100723727,0.426371921574011
5063000,11,30,55,124,3.5,1.5,3,3.5,5,6,6,5,0,0,1,0,71,22,1,6,6,3.5,5.5,5,3.5,6,6,5,0,0,1,0,0.616475100723727,0.141677394207232
5064000,11,95,60,128,7,6.5,1.5,6.5,7,4,4,4,0,0,1,0,91,28,3,13,7,7,3.5,6.5,7,4,4,5,0,0,1,0,0.616475100723727,0.71106644894079
5067000,10,70,70,135,3.5,3.5,4,3,2,4,2,4,0,0,1,0,95,20,4,13,7,4.5,5,6.5,5,3,2,5,0,0,1,0,-0.0519918759646515,0.824944259887501
5079000,10,75,35,107,3.5,3,6,3.5,5,6,5,5,0,1,0,0,50,28,2,13,6.5,4.5,5.5,6,4.5,5,5,5,0,1,0,0,-0.0519918759646515,-0.456181113263003
5080000,12,95,50,145,6.5,6,7,7,3.5,5,6,3,0,1,0,0,125,27,4,17,4.5,5.5,7,5.5,4.5,5,6,5,0,1,0,0,1.28494207741211,1.67902784198784
5083000,10,45,40,110,3.5,7,3,4.5,6.5,3,5,4,0,1,0,0,20,32,0,12,6,5,3,5,4,3,5,3,0,1,0,0,-0.0519918759646515,-1.31026469536334
5085000,10,100,60,107,7,3,3.5,4.5,7,6,4,5,0,1,0,0,46,17,3,14,5.5,6,7,6.5,5.5,6,4,5,0,1,0,0,-0.0519918759646515,-0.570058924209715
5086000,12,90,70,140,7,6,5,3,7,4,5,5,0,1,0,0,113,28,4,14,6.5,6.5,4.5,6.5,7,4,6,5,0,1,0,0,1.28494207741211,1.3373944091477
