"ID","JC_English_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","TIPI_Extra_PCG_W2","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Open_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_English_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_English_Standardized","LC_English_Standardized"
2179000,11,85,60,121,4,6.5,2.5,5,7,4,4,5,0,0,1,1,85,28,4,7,5.5,5,6,5,6.5,5,4,5,0,0,1,1,0.59790895742049,1.15540466455747
2187000,10,70,25,99,2,5,5,1.5,7,5,3,2,0,0,1,1,15,27,3,10,5.5,6,2,5.5,5.5,6,3,3,0,0,1,1,-0.286290168315587,-1.3291112723486
2191000,9,65,45,95,1.5,3,3,3,3,3,3,4,0,0,1,1,80,15,2,6,4.5,5,4.5,6,4.5,4,3,4,0,0,1,1,-1.17048929405166,0.977939240492751
2198000,11,80,90,107,1,3.5,4,7,6.5,4,6,1,0,0,1,1,90,27,3,14,6.5,7,5.5,7,6,4,6,4,0,0,1,1,0.59790895742049,1.33287008862219
2200000,10,65,65,114,1,7,7,6,4.5,3,5,5,0,1,0,1,91,21,3,10,2,7,6,7,3,3,5,5,0,1,0,1,-0.286290168315587,1.36836317343513
2201000,11,85,80,117,0.5,7,5,7,3.5,4,5,5,0,1,0,1,91,22,4,10,5,7,3.5,7,6,4,5,5,0,1,0,1,0.59790895742049,1.36836317343513
2208000,10,65,25,95,2,2.5,5.5,4,4,3,1,1,0,0,1,1,37,27,0,5,4,6,3,4,4.5,3,4,3,0,0,1,1,-0.286290168315587,-0.548263406463833
2210000,9,55,80,121,6.5,4.5,3,3.5,4,3,6,5,0,0,1,1,28,29,3,9,3.5,6,3,5.5,4.5,3,6,4,0,0,1,1,-1.17048929405166,-0.867701169780327
2213000,10,40,40,103,6.5,7,3.5,6.5,4.5,5,5,4,0,1,0,1,28,20,2,4,7,7,6,6,6.5,5,5,5,0,1,0,1,-0.286290168315587,-0.867701169780327
2219000,6,15,15,131,6.5,7,4.5,7,6.5,3,5,5,0,0,1,1,0,21,3,2,5,7,7,7,7,3,5,5,0,0,1,1,-3.82308667125989,-1.86150754454275
2232000,9,65,25,95,3,5,1,5,2.5,3,6,4,0,0,0,1,37,18,0,9,4,5.5,4,4.5,4.5,3,6,3,0,0,0,1,-1.17048929405166,-0.548263406463833
2245000,7,50,45,124,3.5,1.5,0.5,3.5,3.5,4,4,2,0,0,0,1,15,17,3,7,6,7,4.5,4,5,3,3,2,1,0,1,1,-2.93888754552382,-1.3291112723486
2252000,10,20,20,99,3,5.5,3.5,5,1,2,2,4,0,0,0,1,28,26,2,6,6.5,4.5,5.5,5.5,4,2,2,3,0,0,0,1,-0.286290168315587,-0.867701169780327
2256000,11,90,70,124,1,7,4.5,7,6,4,5,5,0,1,1,1,95,20,4,12,7,7,5,7,6.5,4,5,4,0,1,1,1,0.59790895742049,1.51033551268691
2260000,10,55,70,124,6.5,7,4,3,3,4,4,5,0,0,0,1,45,29,4,10,6,6,5.5,5,6.5,3,4,5,0,0,0,1,-0.286290168315587,-0.264318727960282
2273000,10,45,20,89,3,7,4.5,1.5,6.5,3,3,1,0,0,0,1,25,17,2,6,5.5,7,7,5,6.5,3,1,2,0,0,0,1,-0.286290168315587,-0.974180424219159
2299000,10,70,40,114,4,7,1.5,3,3.5,6,4,3,1,0,1,1,25,22,4,10,6,6.5,5.5,7,4,6,3,4,1,0,1,1,-0.286290168315587,-0.974180424219159
2314000,10,80,75,92,1.5,6,5,1.5,6.5,4,2,1,0,0,1,1,20,39,4,11,5,4,3.5,4,4,4,2,1,1,0,1,1,-0.286290168315587,-1.15164584828388
2321000,10,70,55,117,6,3.5,4.5,3,3.5,5,4,2,0,0,1,1,35,31,4,8,5.5,7,6.5,7,7,3,3,2,0,0,1,1,-0.286290168315587,-0.61924957608972
2322000,8,45,60,129,3.5,3.5,2,3.5,3.5,3,2,1,0,0,1,1,35,28,4,14,7,7,3,7,6.5,3,2,3,0,0,1,1,-2.05468841978774,-0.61924957608972
2333000,11,75,50,99,4,2.5,6,1.5,4.5,4,4,4,0,0,1,1,37,12,1,6,3.5,6,5,6,4.5,4,4,5,0,0,1,1,0.59790895742049,-0.548263406463833
2343000,8,50,45,103,3.5,2.5,6,0.5,0.5,3,3,2,0,0,1,1,25,25,2,6,6,6,4,2.5,6.5,3,3,4,0,0,1,1,-2.05468841978774,-0.974180424219159
2345000,12,85,65,117,7,7,7,7,7,3,3,3,0,0,1,1,46,18,2,10,5,6,6,6,6,3,2,3,0,0,1,1,1.48210808315657,-0.228825643147338
2352000,8,35,20,95,3.5,4.5,2.5,1.5,1,3,2,3,0,0,1,1,15,27,1,5,4,6.5,4,4.5,3.5,3,2,2,0,0,1,1,-2.05468841978774,-1.3291112723486
2378000,11,70,60,121,5,5,6.5,2.5,7,4,6,4,0,0,0,1,71,24,3,16,2,6.5,3.5,3,5.5,4,6,5,0,0,0,1,0.59790895742049,0.658501477176257
2379000,10,80,50,121,4,7,7,7,2,5,5,5,0,0,0,1,91,27,2,15,3.5,7,7,7,5.5,5,5,5,0,0,0,1,-0.286290168315587,1.36836317343513
2394000,9,70,85,117,3.5,7,7,7,6.5,4,5,3,0,0,0,1,95,33,3,7,2,7,7,7,6.5,4,5,4,0,0,0,1,-1.17048929405166,1.51033551268691
2404000,10,75,80,124,7,7,7,7,7,4,3,4,0,0,1,1,28,17,4,10,7,6,6.5,6,6,4,3,3,0,0,1,1,-0.286290168315587,-0.867701169780327
2407000,11,70,25,89,4,7,5,2,5,4,5,5,0,0,1,1,15,18,2,7,4,7,5,7,4.5,3,5,5,0,0,1,1,0.59790895742049,-1.3291112723486
2409000,11,70,75,121,3.5,6.5,4.5,4.5,2.5,6,6,5,0,0,1,1,95,17,2,12,6,5.5,6,6,6.5,6,6,5,0,0,1,1,0.59790895742049,1.51033551268691
2411000,10,65,40,129,2,4,4,3,3.5,4,3,3,0,0,1,1,50,17,3,11,6.5,3.5,3,5,4.5,4,3,5,0,0,1,1,-0.286290168315587,-0.0868533038955631
2418000,7,30,25,121,4,1.5,2,4,5,5,4,5,0,0,1,1,37,31,2,4,4,5.5,3.5,4.5,4.5,5,4,5,0,0,1,1,-2.93888754552382,-0.548263406463833
2449000,10,85,40,121,2,3.5,7,7,7,3,3,3,0,0,1,1,35,17,2,16,4,6.5,6,6.5,5.5,3,3,3,0,0,1,1,-0.286290168315587,-0.61924957608972
2461000,11,50,90,114,5,4.5,7,3.5,7,2,4,1,0,0,1,1,100,19,4,7,6,7,6,6.5,7,2,4,2,0,0,1,1,0.59790895742049,1.68780093675163
2463000,10,85,100,140,7,4.5,5,7,7,6,6,5,0,0,1,1,50,26,4,14,7,6.5,4.5,4,6,6,6,5,0,0,1,1,-0.286290168315587,-0.0868533038955631
2471000,8,40,40,47,3,7,1,3.5,2,4,5,2,0,0,0,1,28,14,0,2,4.5,7,5,6.5,5,4,5,5,0,0,0,1,-2.05468841978774,-0.867701169780327
2480000,10,100,85,129,6.5,5,1.5,1.5,6,6,6,5,0,0,0,1,40,35,4,13,7,6.5,5,6.5,7,6,6,5,0,0,0,1,-0.286290168315587,-0.441784152025001
2484000,10,65,80,114,1.5,4.5,1.5,5,5.5,6,6,5,0,0,1,1,46,32,3,9,5.5,4.5,4,5.5,3.5,6,6,5,0,0,1,1,-0.286290168315587,-0.228825643147338
2507000,11,60,60,103,7,7,7,7,7,5,3,3,0,0,1,1,40,22,4,10,7,6.5,6,6,6.5,5,3,4,0,0,1,1,0.59790895742049,-0.441784152025001
2517000,11,85,30,129,7,7,7,5.5,4,6,6,2,0,0,0,1,90,18,1,11,7,7,6.5,6.5,4,5,6,3,0,0,0,1,0.59790895742049,1.33287008862219
2518000,10,65,45,121,7,2.5,1,7,5.5,6,6,4,0,0,1,1,45,19,3,5,6.5,4.5,3,6,7,6,6,5,0,0,1,1,-0.286290168315587,-0.264318727960282
2521000,10,40,45,124,7,7,7,7,7,5,4,4,0,0,1,1,90,28,3,13,4,6,6.5,6,6,5,3,2,0,0,1,1,-0.286290168315587,1.33287008862219
2522000,9,65,50,110,7,7,6.5,7,3,5,4,5,0,0,1,1,37,22,2,5,7,7,6.5,6.5,6,5,4,5,0,0,1,1,-1.17048929405166,-0.548263406463833
2532000,10,55,75,114,2,7,5,5,5.5,4,4,4,0,1,0,1,28,17,2,4,5.5,7,7,7,5,4,4,5,0,1,0,1,-0.286290168315587,-0.867701169780327
2546000,10,65,65,95,3,3,5.5,6.5,5.5,4,3,1,0,1,1,1,46,22,2,9,6,4.5,4.5,7,7,3,3,3,0,1,1,1,-0.286290168315587,-0.228825643147338
2547000,11,85,50,117,1.5,4.5,7,2,3.5,3,1,3,0,0,1,1,50,17,4,14,6.5,6.5,4.5,6.5,5.5,3,1,2,0,0,1,1,0.59790895742049,-0.0868533038955631
2553000,10,40,40,95,7,1.5,6.5,1.5,3,4,2,3,1,0,1,1,0,23,2,10,6,5.5,3,5.5,6.5,3,1,4,1,0,1,1,-0.286290168315587,-1.86150754454275
2562000,8,60,35,117,1.5,0.5,3,1.5,3,2,5,5,0,0,1,1,25,23,3,8,2.5,3.5,4,3,3,2,5,3,0,0,1,1,-2.05468841978774,-0.974180424219159
2565000,11,85,60,121,7,7,1.5,5,5.5,4,4,4,0,0,0,1,50,29,3,11,5.5,7,4.5,6.5,6.5,4,1,5,0,0,0,1,0.59790895742049,-0.0868533038955631
2569000,10,55,70,117,5.5,6.5,3.5,5,7,6,5,5,0,0,0,1,37,24,2,7,4,7,6,5.5,6.5,6,5,5,0,0,0,1,-0.286290168315587,-0.548263406463833
2572000,11,60,35,124,2,7,1.5,7,5.5,3,2,2,0,0,0,1,71,24,3,9,4,4.5,4,5.5,6.5,3,2,2,0,0,0,1,0.59790895742049,0.658501477176257
2578000,10,70,45,124,6.5,7,3.5,6.5,3.5,4,4,5,0,0,0,1,40,26,4,8,7,5,4,7,7,3,3,5,0,0,0,1,-0.286290168315587,-0.441784152025001
2579000,9,35,25,114,7,6.5,7,7,5.5,4,3,2,0,0,0,1,0,20,1,4,5.5,6,4,6,4,3,2,2,0,0,0,1,-1.17048929405166,-1.86150754454275
2587000,10,55,80,131,3.5,7,7,3,6,4,3,4,0,0,1,1,0,20,1,8,3.5,7,7,6,5.5,4,3,4,0,0,1,1,-0.286290168315587,-1.86150754454275
2588000,10,80,60,114,0.5,7,6.5,6.5,3,2,4,2,0,0,0,1,60,24,3,14,4,6.5,4,5,4,2,3,3,0,0,0,1,-0.286290168315587,0.268077544233875
2590000,10,75,80,124,7,5,3.5,3,7,2,4,3,0,0,0,1,90,10,4,14,7,7,7,4.5,7,2,4,2,0,0,0,1,-0.286290168315587,1.33287008862219
2595000,11,90,60,121,1.5,7,4,5,3,6,6,5,0,0,1,1,46,29,3,12,4,7,4,5,4,6,6,5,0,0,1,1,0.59790895742049,-0.228825643147338
2596000,10,85,80,135,5.5,7,7,7,7,4,3,1,0,0,0,1,46,14,4,12,5,5,7,7,6.5,4,3,2,0,0,0,1,-0.286290168315587,-0.228825643147338
2607000,9,50,80,145,5.5,7,4,3.5,1,4,3,3,0,0,0,1,100,21,4,8,5,6,3.5,6.5,3.5,4,3,4,0,0,0,1,-1.17048929405166,1.68780093675163
2610000,12,85,65,124,3.5,3.5,5,3,2.5,2,5,5,0,0,0,1,40,21,2,14,1,4,3.5,7,3,2,5,4,0,0,0,1,1.48210808315657,-0.441784152025001
2611000,11,65,50,129,3,7,3.5,3.5,6.5,2,1,2,0,0,0,1,60,26,4,8,5,7,7,7,4,2,1,2,0,0,0,1,0.59790895742049,0.268077544233875
2615000,11,65,25,114,1,1,3,1.5,3.5,2,2,2,0,0,1,1,20,13,1,8,4.5,4,3,4,4,2,2,2,0,0,1,1,0.59790895742049,-1.15164584828388
2619000,11,70,20,99,3.5,3,0.5,3,2.5,4,6,4,0,0,1,1,46,32,2,6,7,5,5.5,5.5,5.5,3,5,5,0,0,1,1,0.59790895742049,-0.228825643147338
2622000,11,90,40,114,4,3.5,5,6,3.5,3,4,5,0,0,1,1,90,20,4,14,2,6.5,4.5,6.5,4,3,6,4,0,0,1,1,0.59790895742049,1.33287008862219
2625000,8,50,35,95,5,3.5,5,5,7,5,4,4,0,0,1,1,35,17,4,5,4,6.5,4.5,6.5,4.5,5,4,3,0,0,1,1,-2.05468841978774,-0.61924957608972
2627000,6,40,45,121,3,7,7,5,3.5,2,2,3,0,0,0,1,30,18,2,2,4.5,7,6.5,6,4,2,2,2,0,0,0,1,-3.82308667125989,-0.796715000154439
2628000,11,55,65,110,3.5,3.5,3,1.5,1,4,4,4,0,0,0,1,30,21,3,6,6,6.5,4,4,5,4,4,3,0,0,0,1,0.59790895742049,-0.796715000154439
2629000,10,75,70,145,3.5,7,2.5,3,3,3,5,4,0,0,0,1,100,27,4,14,6,7,5.5,7,4.5,3,5,3,0,0,0,1,-0.286290168315587,1.68780093675163
2641000,10,90,35,124,7,6,5,7,7,3,3,5,0,0,0,1,40,13,3,11,7,4,4,6.5,4.5,3,3,5,0,0,0,1,-0.286290168315587,-0.441784152025001
2647000,10,60,60,117,4,5.5,3,5.5,3.5,5,5,5,0,0,0,1,70,16,4,10,4,6,2.5,7,5,5,5,4,0,0,0,1,-0.286290168315587,0.623008392363313
2665000,8,40,65,129,2.5,3.5,7,5.5,3.5,3,2,1,0,0,1,1,40,31,3,8,6.5,7,6.5,7,6.5,3,2,2,0,0,1,1,-2.05468841978774,-0.441784152025001
2669000,11,75,45,161,1.5,6.5,4.5,6.5,6.5,3,3,4,0,0,0,1,75,20,3,9,4.5,7,6.5,7,7,3,3,3,0,0,0,1,0.59790895742049,0.800473816428032
2676000,10,85,70,145,3,6.5,7,3,3,6,3,4,0,0,1,1,40,23,3,9,6,4.5,5.5,5,5.5,6,3,3,0,0,1,1,-0.286290168315587,-0.441784152025001
2680000,10,60,65,114,2.5,4,1,4.5,3,4,5,5,0,0,0,1,20,23,4,9,4.5,4.5,2,4,4,4,5,5,0,0,0,1,-0.286290168315587,-1.15164584828388
2684000,12,75,75,145,3.5,1,5,5,2,2,3,2,0,0,1,1,91,24,3,9,4.5,3.5,6,4.5,3.5,4,3,4,0,0,1,1,1.48210808315657,1.36836317343513
2685000,10,90,55,103,3.5,2,4,7,4.5,4,3,2,1,0,1,1,37,19,3,10,1.5,7,5.5,7,4.5,4,3,2,1,0,1,1,-0.286290168315587,-0.548263406463833
2690000,7,55,20,99,7,6,3,3.5,3,3,3,3,0,0,1,1,15,16,2,13,7,6.5,4,7,6.5,3,3,3,0,0,1,1,-2.93888754552382,-1.3291112723486
2691000,11,75,70,154,1,7,7,7,7,3,3,5,0,0,1,1,95,27,4,11,6.5,6.5,7,4.5,6.5,3,3,4,0,0,1,1,0.59790895742049,1.51033551268691
2703000,10,50,70,103,3.5,4.5,7,3.5,7,5,4,1,1,0,1,1,95,20,4,14,7,7,7,7,7,3,3,2,1,0,1,1,-0.286290168315587,1.51033551268691
2706000,11,60,55,103,4.5,4,0.5,1,5.5,4,3,5,0,0,1,1,45,18,3,11,2,5.5,5,5,7,4,3,4,0,0,1,1,0.59790895742049,-0.264318727960282
2707000,11,90,65,145,4,7,4.5,5,4,4,5,4,0,0,1,1,30,30,3,8,3.5,6.5,4,6.5,6,3,5,3,0,0,0,1,0.59790895742049,-0.796715000154439
2708000,9,30,25,121,3.5,7,4,6.5,5,5,4,4,1,0,1,1,35,24,2,8,5,7,4,7,5,3,4,5,1,0,1,1,-1.17048929405166,-0.61924957608972
2717000,10,60,50,129,1.5,7,1.5,3,6.5,3,5,4,1,0,1,1,85,22,3,10,7,7,7,7,6,3,5,4,1,0,1,1,-0.286290168315587,1.15540466455747
2722000,10,75,60,129,6,7,7,7,6.5,4,2,1,0,0,0,1,81,19,3,12,4.5,7,7,7,7,4,2,3,0,0,0,1,-0.286290168315587,1.0134323253057
2734000,12,80,65,110,3.5,7,4.5,7,4,5,6,5,0,0,1,1,100,20,4,11,4.5,7,4.5,7,4.5,5,6,5,0,0,0,1,1.48210808315657,1.68780093675163
2743000,12,95,25,110,3.5,3.5,1.5,1.5,3.5,4,4,5,0,0,0,1,20,25,3,15,1,5,4.5,2,2.5,4,4,4,0,0,0,1,1.48210808315657,-1.15164584828388
2747000,11,90,70,129,1,7,7,1,3.5,5,3,3,0,1,1,1,90,24,4,13,3.5,7,7,6.5,6,6,3,4,0,1,1,1,0.59790895742049,1.33287008862219
2765000,11,85,60,110,7,1,1.5,3.5,7,5,2,3,1,0,1,1,90,23,3,9,7,4.5,4.5,7,6.5,5,2,4,1,0,1,1,0.59790895742049,1.33287008862219
2789000,10,75,85,154,3.5,5,3.5,2.5,7,3,4,3,0,0,0,1,25,22,4,5,4.5,7,6,4.5,6,3,4,3,0,0,0,1,-0.286290168315587,-0.974180424219159
2800000,11,95,100,131,5.5,3,6.5,4.5,2.5,5,4,3,0,0,1,1,80,16,3,11,4.5,4.5,6.5,6.5,7,5,4,3,0,0,1,1,0.59790895742049,0.977939240492751
2802000,10,75,60,129,3,3.5,3.5,5.5,3.5,5,6,5,0,0,1,1,45,20,4,6,3,6.5,6.5,7,4.5,5,5,5,0,0,1,1,-0.286290168315587,-0.264318727960282
2817000,12,90,80,129,1.5,3.5,5,6.5,6.5,5,5,4,0,0,0,1,91,18,2,9,4,5.5,4.5,6.5,6,6,5,4,0,0,0,1,1.48210808315657,1.36836317343513
2818000,9,50,65,117,2,3,1.5,1.5,6.5,3,4,1,0,0,0,1,56,27,4,8,5,5.5,4.5,5.5,5,3,4,1,0,0,0,1,-1.17048929405166,0.1261052049821
2822000,12,70,80,124,1,7,1.5,3.5,3.5,3,4,5,0,0,0,1,91,26,4,9,6.5,4.5,7,7,7,3,4,5,0,0,0,1,1.48210808315657,1.36836317343513
2824000,11,80,50,110,3.5,3.5,3,3,2.5,3,2,3,0,0,0,1,37,27,4,14,3.5,4.5,6,7,4,3,2,4,0,0,0,1,0.59790895742049,-0.548263406463833
2845000,10,50,30,95,3.5,3.5,3.5,4.5,4,4,2,2,0,0,0,1,28,26,2,10,5,4.5,2.5,5,4,4,2,4,0,0,0,1,-0.286290168315587,-0.867701169780327
2859000,10,55,70,95,7,5.5,4.5,7,4,6,3,4,0,0,0,1,80,13,4,5,6.5,4,7,7,4,6,3,4,0,0,0,1,-0.286290168315587,0.977939240492751
2871000,9,95,70,131,3,1.5,4.5,4,3,3,3,5,0,0,0,1,95,21,4,13,2,6.5,4,6,4.5,3,3,5,0,0,0,1,-1.17048929405166,1.51033551268691
2877000,11,40,60,114,1,7,1.5,3.5,6.5,3,3,3,0,0,1,1,35,18,3,9,7,6.5,7,7,7,3,3,3,0,0,1,1,0.59790895742049,-0.61924957608972
2879000,10,95,85,145,6.5,4,1,7,6.5,5,4,5,0,0,1,1,85,25,4,12,1.5,6.5,4,4.5,2,5,3,5,0,0,1,1,-0.286290168315587,1.15540466455747
2880000,11,75,65,117,3.5,7,7,7,7,3,3,5,0,0,1,1,71,21,3,12,7,7,7,6.5,6,3,3,2,0,0,1,1,0.59790895742049,0.658501477176257
2883000,12,100,60,103,5,6,7,1.5,5.5,4,6,4,0,0,1,1,71,23,3,16,4,4,7,4.5,4,4,6,3,0,0,1,1,1.48210808315657,0.658501477176257
2885000,12,75,75,121,7,7,7,7,7,5,5,4,0,0,1,1,80,28,4,12,4.5,7,7,7,5.5,5,5,5,0,0,1,1,1.48210808315657,0.977939240492751
2889000,11,75,45,117,3,6.5,5,7,2.5,3,3,2,1,0,0,1,80,20,1,5,4,6,6,4.5,6,3,3,2,1,0,0,1,0.59790895742049,0.977939240492751
2891000,10,70,25,89,4,6,4,2,2.5,3,3,3,1,0,0,1,28,32,2,9,3.5,6,5.5,4.5,4.5,3,3,3,1,0,0,1,-0.286290168315587,-0.867701169780327
2896000,10,50,55,124,1.5,7,4,7,2.5,4,3,5,0,0,1,1,91,22,3,9,5.5,6.5,5,5.5,4,4,3,5,0,0,1,1,-0.286290168315587,1.36836317343513
2917000,11,85,45,107,1.5,5,5.5,3.5,3,5,6,5,0,1,0,1,91,21,2,13,6.5,3.5,3.5,5.5,6,5,6,4,0,1,0,1,0.59790895742049,1.36836317343513
2920000,10,95,40,117,4,3.5,1.5,4.5,4.5,6,5,3,0,1,0,1,50,22,2,12,3.5,6,5,5,7,5,5,3,0,1,0,1,-0.286290168315587,-0.0868533038955631
2929000,9,35,15,89,4,3,5,4,2.5,4,3,4,0,0,0,1,0,23,0,2,5,6,4.5,5.5,5,3,4,5,0,0,0,1,-1.17048929405166,-1.86150754454275
2938000,10,40,45,129,5.5,3.5,5,6.5,3.5,3,3,4,1,0,1,1,28,23,3,6,5.5,3.5,3,5.5,4,3,3,5,0,1,1,1,-0.286290168315587,-0.867701169780327
2944000,11,90,75,129,3.5,7,7,7,7,5,5,2,0,1,1,1,95,24,2,15,3.5,7,6,4.5,6.5,3,5,2,0,1,1,1,0.59790895742049,1.51033551268691
2945000,12,90,80,114,7,7,1.5,7,6.5,5,5,4,0,0,0,1,46,31,2,11,7,7,6.5,6.5,6,5,5,4,0,0,0,1,1.48210808315657,-0.228825643147338
2952000,11,95,65,121,7,5,7,7,2,4,3,4,0,1,0,1,91,14,4,10,7,4.5,4,7,5,4,4,4,0,1,0,1,0.59790895742049,1.36836317343513
2954000,11,75,40,107,4,3.5,1,3.5,1.5,3,3,3,0,0,1,1,20,26,3,8,5,6,4,6,2.5,3,3,4,0,0,1,1,0.59790895742049,-1.15164584828388
2956000,10,65,35,97,6,6,2,3.5,3.5,3,3,1,0,0,1,1,37,21,3,4,6,7,5,3,6.5,3,3,2,0,0,1,1,-0.286290168315587,-0.548263406463833
2977000,10,70,45,135,1.5,1.5,0.5,5,4,4,4,4,0,0,0,1,37,21,3,12,5.5,6,4,6.5,7,3,4,3,0,0,0,1,-0.286290168315587,-0.548263406463833
2981000,11,95,90,161,7,7,7,7,7,6,6,5,0,0,0,1,91,26,4,12,7,6.5,4.5,7,5,6,6,5,0,0,0,1,0.59790895742049,1.36836317343513
2991000,11,80,65,95,3,3.5,6,7,7,5,5,4,0,0,0,1,25,27,4,12,4.5,6.5,7,7,7,5,5,4,0,0,0,1,0.59790895742049,-0.974180424219159
2994000,8,75,80,131,2,6,5,5.5,3.5,6,5,5,0,0,0,1,25,23,3,4,6,4.5,3.5,6,4.5,3,5,4,0,1,1,1,-2.05468841978774,-0.974180424219159
3005000,12,65,80,110,2,3.5,1,3.5,5.5,6,6,5,0,1,0,1,91,22,2,10,5.5,5,7,6.5,7,5,6,5,0,1,0,1,1.48210808315657,1.36836317343513
3008000,10,75,60,95,5,7,7,7,3,5,4,5,0,1,0,1,50,23,3,13,4,6.5,7,7,5.5,5,6,4,0,1,1,1,-0.286290168315587,-0.0868533038955631
3016000,7,25,25,95,5.5,6,0.5,7,2.5,3,3,2,1,0,1,1,25,26,1,6,2.5,6,6,7,4,3,3,2,1,0,1,1,-2.93888754552382,-0.974180424219159
3033000,7,70,10,114,4,1.5,2,5.5,2.5,2,4,2,1,0,1,1,15,21,2,3,6.5,4,2.5,4.5,3.5,3,3,2,1,0,1,1,-2.93888754552382,-1.3291112723486
3045000,11,90,80,129,3,2.5,2,3,3,5,2,4,0,0,1,1,20,33,4,8,4,5.5,1,6,6.5,5,3,4,0,0,1,1,0.59790895742049,-1.15164584828388
3048000,10,60,40,131,1,7,6.5,5,2,5,3,5,0,0,0,1,37,27,2,8,4.5,7,5,7,4.5,5,3,4,0,0,0,1,-0.286290168315587,-0.548263406463833
3049000,9,65,65,114,7,7,7,7,7,3,4,4,1,0,1,1,50,19,4,7,7,6.5,7,7,6,3,4,3,1,0,0,1,-1.17048929405166,-0.0868533038955631
3061000,10,90,45,95,2.5,3.5,7,7,7,3,3,2,0,0,0,1,28,22,2,15,7,4,5,5.5,6.5,3,3,2,0,0,0,1,-0.286290168315587,-0.867701169780327
3062000,12,75,50,114,3,1.5,2,5.5,6.5,4,3,2,0,0,0,1,91,31,3,6,1,4,5,6,3.5,4,3,4,0,0,0,1,1.48210808315657,1.36836317343513
3066000,9,55,45,110,1,7,2.5,6.5,4.5,3,3,2,0,0,0,1,28,23,3,4,6.5,6.5,7,6.5,6.5,3,3,1,0,0,0,1,-1.17048929405166,-0.867701169780327
3067000,11,75,90,124,3.5,7,3.5,5.5,3,6,6,5,1,0,1,1,90,26,2,9,2,6.5,6.5,6,5,6,6,4,1,0,1,1,0.59790895742049,1.33287008862219
3075000,11,90,80,135,5,7,3,7,7,6,6,1,0,0,0,1,81,18,4,10,4.5,4,6,7,4,6,6,2,0,0,0,1,0.59790895742049,1.0134323253057
3080000,11,45,60,110,2.5,3,1.5,3,3,3,2,4,0,0,1,1,46,20,3,9,2,6,7,7,4.5,3,2,3,0,0,1,1,0.59790895742049,-0.228825643147338
3082000,10,35,45,110,5,7,7,5,7,3,3,3,1,0,1,1,81,21,2,2,6.5,4.5,4.5,4,4.5,3,3,3,0,0,1,1,-0.286290168315587,1.0134323253057
3083000,9,70,75,128,4.5,3.5,2,3,3.5,4,4,4,0,0,1,1,91,34,4,7,6,5.5,3.5,6.5,3.5,4,3,4,0,0,1,1,-1.17048929405166,1.36836317343513
3092000,9,50,25,103,6,4.5,5,1,3.5,3,4,4,0,0,0,1,15,23,3,7,6,5,5,2.5,6,3,4,4,1,0,0,1,-1.17048929405166,-1.3291112723486
3093000,10,75,35,110,3.5,3,1,7,6.5,3,4,3,0,0,0,1,37,29,3,11,6.5,7,5.5,5,4.5,3,4,4,1,0,0,1,-0.286290168315587,-0.548263406463833
3094000,10,70,45,117,3,4.5,1,7,3,3,3,5,0,0,0,1,45,25,4,7,4,6,4.5,7,4.5,3,2,5,1,0,0,1,-0.286290168315587,-0.264318727960282
3103000,9,45,45,99,5.5,2.5,1.5,2.5,6.5,4,4,4,0,0,1,1,15,17,1,6,4,6.5,4.5,6,4.5,3,4,5,0,0,1,1,-1.17048929405166,-1.3291112723486
3111000,11,85,60,129,6.5,3,6.5,6,7,6,5,4,0,0,1,1,91,23,3,9,7,5,6,6,7,6,5,5,0,0,1,1,0.59790895742049,1.36836317343513
3126000,10,70,90,131,5.5,4,5.5,6.5,6.5,5,4,3,0,0,0,1,25,33,4,12,6,6,4.5,7,7,3,3,3,0,0,0,1,-0.286290168315587,-0.974180424219159
3131000,9,80,60,103,1.5,7,5,7,3.5,4,3,3,0,0,1,1,37,16,3,12,2,7,6.5,6.5,6,3,3,2,0,0,1,1,-1.17048929405166,-0.548263406463833
3133000,9,50,95,124,1,3.5,5.5,2.5,1.5,4,2,4,0,0,1,1,15,20,2,5,5,7,4.5,6,5.5,3,2,4,0,0,1,1,-1.17048929405166,-1.3291112723486
3137000,11,90,25,110,2.5,0.5,1.5,0.5,3,3,2,3,0,0,0,1,37,17,4,9,5.5,3.5,4,1,5,3,2,3,0,0,0,1,0.59790895742049,-0.548263406463833
3152000,10,95,40,117,7,7,1.5,3.5,7,5,3,5,0,0,0,1,37,21,3,10,4.5,6.5,3,4,5,3,5,3,0,0,0,1,-0.286290168315587,-0.548263406463833
3167000,11,100,75,114,6,7,1,4,5.5,3,5,5,1,0,0,1,80,28,4,16,5,5.5,3.5,5.5,5,3,5,4,0,0,0,1,0.59790895742049,0.977939240492751
